,id,submitdate,lastpage,startlanguage,seed,age,sex,degree,d2[other],job,d5[other],risk_aver,best_intention,reciproc1,reciproc2_neg,fox,wsj,wp,cnn,abc,reuters,econ,nyt,time,forbes,none,d6[other],ladder_me,ladder_repub,ladder_demo,ladder_indep,pol_views,pol_party,d11[other],chatgpt_pol,bert_pol,llama_pol,chatgpt_know,chatgpt_use,chatgpt_perc_acc,llama_know,llama_use,llama_perc_acc,bert_know,bert_use,bert_perc_acc,openai_pol,meta_pol,twitter_pol,apple_pol,exxon_pol,chatgpt_att1,chatgpt_att2,chatgpt_att3,chatgpt_att4,chatgpt_att5,chatgpt_att6,bert_att1,bert_att2,bert_att3,bert_att4,bert_att5,bert_att6,llama_att1,llama_att2,llama_att3,llama_att4,llama_att5,llama_att6,p1id,reciproc2,reciproc,chatgpt_att_avg,llama_att_avg,chatgpt_pol_dis,openai_pol_dis,bert_pol_dis,llama_pol_dis,meta_pol_dis,job_int,deg_int
43,44,1980-01-01 00:00:00,5.0,en,1688459090,44.0,0,Completed vocational training,,Employed part-time,,6.0,6.0,9.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,5.0,6.0,3.0,1,,6.0,6.0,6.0,1,0,0.6,0,0,0.6,0,0,0.6,5.0,7.0,5.0,7.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,62a4b2a2831b53dc1beeaab3,10.0,9.5,1.5,1.3333333333333333,3.0,2.0,3.0,3.0,4.0,2,4
44,45,1980-01-01 00:00:00,5.0,en,1827079432,29.0,0,Graduate (University),,Employed full-time,,5.0,10.0,10.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,5.0,6.0,7.0,5.0,-1,,4.0,5.0,4.0,1,1,0.6,0,0,0.6,1,0,0.6,5.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,60b67d59dc0a4a180a1a9ccb,10.0,10.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,3,0
45,46,1980-01-01 00:00:00,5.0,en,1392975060,49.0,0,Undergraduate (University),,Homemaker,,1.0,5.0,10.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,5.0,5.0,5.0,6.0,-1,,4.0,4.0,4.0,1,1,0.6,0,0,0.6,0,0,0.6,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,63b70545b179c880f765bc4c,9.0,9.5,3.8333333333333335,3.1666666666666665,2.0,2.0,2.0,2.0,1.0,5,1
46,47,1980-01-01 00:00:00,5.0,en,2052439528,34.0,0,Completed vocational training,,Employed full-time,,2.0,6.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,7.0,6.0,5.0,7.0,-1,,4.0,4.0,4.0,0,0,0.6,0,0,0.6,0,0,0.6,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,63d13b586b230d231577a44b@email.prolific.co,10.0,8.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,4
47,48,1980-01-01 00:00:00,5.0,en,1383966349,22.0,1,High school,,Student,,3.0,4.0,7.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.0,5.0,6.0,4.0,0,,4.0,4.0,4.0,1,1,0.4,0,0,0.6,0,0,0.6,6.0,6.0,6.0,5.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5efdb606c4efc321289cb3be,5.0,6.0,3.0,2.8333333333333335,0.0,2.0,0.0,0.0,2.0,1,3
48,49,1980-01-01 00:00:00,5.0,en,177783818,53.0,0,Undergraduate (University),,Employed full-time,,2.0,8.0,10.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,9.0,7.0,7.0,6.0,-1,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5dd348356d522535afddc44e,7.0,8.5,3.1666666666666665,3.0,2.0,2.0,2.0,2.0,3.0,3,1
49,50,1980-01-01 00:00:00,5.0,en,1204507767,39.0,1,Undergraduate (University),,Employed full-time,,1.0,3.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,4.0,7.0,6.0,6.0,-1,,5.0,5.0,5.0,1,1,0.8,0,0,0.6,0,0,0.6,6.0,6.0,4.0,6.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,63d94472927e6eb086a7aa36,10.0,8.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,3,1
50,51,1980-01-01 00:00:00,5.0,en,2095076637,24.0,0,Undergraduate (University),,Employed full-time,,4.0,7.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,5.0,5.0,5.0,5.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,5.0,3.0,7.0,4.0,2.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,610184b85f6357139bc4c9eb,10.0,8.0,3.5,3.0,1.0,1.0,1.0,1.0,0.0,3,1
51,52,1980-01-01 00:00:00,5.0,en,1175601390,39.0,1,PhD (University),,Employed full-time,,3.0,6.0,8.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,5.0,5.0,5.0,5.0,0,,4.0,4.0,4.0,0,0,0.4,0,0,0.4,0,0,0.4,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,5a1625bf728b1b0001ada452,7.0,7.5,2.6666666666666665,2.5,1.0,1.0,1.0,1.0,1.0,3,6
52,53,1980-01-01 00:00:00,5.0,en,1186131164,27.0,0,Graduate (University),,Unemployed,,8.0,5.0,10.0,2.0,0,1,0,1,0,0,0,1,0,0,0,0,3.0,5.0,5.0,5.0,5.0,-1,,5.0,3.0,4.0,1,1,0.8,1,0,0.6,0,0,0.6,5.0,3.0,4.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,64526526ef0b6d0e638e886b,9.0,9.5,5.0,5.0,0.0,0.0,2.0,1.0,2.0,6,0
53,54,1980-01-01 00:00:00,5.0,en,1658171292,21.0,0,Undergraduate (University),,Student,,5.0,2.0,9.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,5.0,5.0,5.0,3.0,Other,Libertarian ,4.0,5.0,5.0,0,0,0.6,0,0,0.6,0,0,0.6,5.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,61082801c7c60120ef0f823c,9.0,9.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1,1
54,55,1980-01-01 00:00:00,5.0,en,946722695,29.0,0,Graduate (University),,Employed full-time,,4.0,4.0,6.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,4.0,6.0,5.0,3.0,0,,4.0,5.0,5.0,1,1,0.6,1,0,0.6,1,0,0.6,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,5ec68ab50b73c1086a75adc6,6.0,6.0,3.3333333333333335,2.8333333333333335,1.0,1.0,2.0,2.0,2.0,3,0
55,56,1980-01-01 00:00:00,5.0,en,2080832494,31.0,1,High school,,Self-employed,,6.0,4.0,7.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,4.0,6.0,6.0,4.0,0,,5.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5e69d69465f14102e116627b,7.0,7.0,3.3333333333333335,3.0,1.0,0.0,0.0,0.0,1.0,0,3
56,57,1980-01-01 00:00:00,5.0,en,853224501,39.0,1,Completed vocational training,,Self-employed,,9.0,4.0,8.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,1.0,5.0,6.0,6.0,0,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,3.0,2.0,6.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,6323871af24c02d8bfb205f5,7.0,7.5,2.3333333333333335,2.3333333333333335,2.0,2.0,2.0,2.0,3.0,0,4
57,58,1980-01-01 00:00:00,5.0,en,398710111,57.0,1,Undergraduate (University),,Unemployed,,5.0,5.0,9.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,5.0,5.0,5.0,6.0,-1,,4.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,4.0,5.0,2.0,5.0,4.0,2.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,62ec557954bc435fb9b35517,7.0,8.0,2.6666666666666665,2.3333333333333335,2.0,2.0,2.0,2.0,2.0,6,1
58,59,1980-01-01 00:00:00,5.0,en,1529445053,33.0,0,Undergraduate (University),,Unemployed,,3.0,5.0,10.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,7.0,6.0,6.0,7.0,Other,No Party Affiliation,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,3.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,608c8a30f56774708f1481d1,7.0,8.5,2.3333333333333335,2.1666666666666665,3.0,3.0,3.0,3.0,4.0,6,1
59,60,1980-01-01 00:00:00,5.0,en,1734422934,38.0,1,PhD (University),,Employed full-time,,7.0,5.0,9.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,5.0,4.0,6.0,5.0,-1,,4.0,4.0,4.0,1,1,0.8,1,0,0.6,1,0,0.6,4.0,3.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,63634917371cd21a6da4ff10,7.0,8.0,3.1666666666666665,3.0,1.0,1.0,1.0,1.0,2.0,3,6
60,61,1980-01-01 00:00:00,5.0,en,621534463,20.0,0,High school,,Student,,4.0,6.0,10.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,7.0,5.0,5.0,5.0,6.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6039b3699649cf4b48cd3d12,10.0,10.0,3.3333333333333335,3.0,2.0,2.0,2.0,2.0,3.0,1,3
61,62,1980-01-01 00:00:00,5.0,en,42797428,28.0,1,Undergraduate (University),,Employed full-time,,3.0,7.0,10.0,4.0,0,0,0,1,1,0,0,0,1,1,0,0,8.0,2.0,6.0,8.0,5.0,-1,,7.0,6.0,4.0,1,1,0.8,0,0,0.6,1,0,0.6,6.0,7.0,2.0,6.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,605fa46fdafbf129160d1777,7.0,8.5,3.8333333333333335,2.3333333333333335,2.0,1.0,1.0,1.0,2.0,3,1
63,64,1980-01-01 00:00:00,5.0,en,54059515,32.0,1,Elementary/high school diploma,,Self-employed,,4.0,4.0,9.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,6.0,6.0,6.0,5.0,0,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,628b8ef9ef5432197c27bbc9,5.0,7.0,3.1666666666666665,3.1666666666666665,1.0,1.0,1.0,1.0,1.0,0,2
64,65,1980-01-01 00:00:00,5.0,en,1909973338,38.0,1,Undergraduate (University),,Employed full-time,,6.0,3.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,5.0,5.0,5.0,4.0,0,,4.0,4.0,4.0,1,0,0.6,0,0,0.2,0,0,0.2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5ff7c0aca2b5844e7af63fc4,3.0,5.5,3.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,3,1
65,66,1980-01-01 00:00:00,5.0,en,30790786,50.0,1,Graduate (University),,Employed full-time,,2.0,5.0,8.0,2.0,0,1,1,0,1,0,0,1,0,1,0,0,7.0,4.0,6.0,7.0,6.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,630fadc5c6bf2f6d623f5775,9.0,8.5,3.6666666666666665,3.1666666666666665,2.0,2.0,2.0,2.0,3.0,3,0
66,67,1980-01-01 00:00:00,5.0,en,1953242558,27.0,1,High school,,Employed full-time,,7.0,3.0,9.0,9.0,0,1,0,0,0,0,0,1,0,0,0,0,6.0,6.0,4.0,6.0,5.0,0,,5.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,2.0,6.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5bdce7ec9b3c6a000115718f,2.0,5.5,3.5,3.0,0.0,1.0,1.0,1.0,3.0,3,3
67,68,1980-01-01 00:00:00,5.0,en,1244412151,38.0,1,Undergraduate (University),,Employed full-time,,1.0,7.0,6.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.0,5.0,5.0,7.0,-1,,4.0,4.0,4.0,1,1,0.2,0,0,0.6,0,0,0.6,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5484949efdf99b0379939cc6,9.0,7.5,1.3333333333333333,3.0,3.0,3.0,3.0,3.0,3.0,3,1
68,69,1980-01-01 00:00:00,5.0,en,1374944962,39.0,1,Undergraduate (University),,Unemployed,,3.0,4.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,7.0,7.0,6.0,6.0,1,,5.0,4.0,4.0,1,1,0.6,0,0,0.6,0,0,0.6,5.0,5.0,6.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5e3dff6b8714b707b9a258b0,10.0,8.5,3.6666666666666665,3.0,1.0,1.0,2.0,2.0,1.0,6,1
69,70,1980-01-01 00:00:00,5.0,en,954775517,32.0,1,Undergraduate (University),,Employed full-time,,6.0,6.0,10.0,4.0,0,0,0,1,0,0,0,1,0,1,0,0,4.0,1.0,10.0,2.0,6.0,-1,,6.0,5.0,5.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,5.0,7.0,6.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5c6a617c4330ba000182510e,7.0,8.5,4.333333333333333,3.0,0.0,2.0,1.0,1.0,1.0,3,1
70,71,1980-01-01 00:00:00,5.0,en,1741001066,26.0,0,Undergraduate (University),,Employed full-time,,6.0,7.0,9.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,6.0,5.0,6.0,5.0,-1,,5.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5f1f9c1e6342c31c5c9ebe0a,6.0,7.5,4.666666666666667,3.0,0.0,0.0,1.0,1.0,0.0,3,1
72,73,1980-01-01 00:00:00,5.0,en,1554672716,37.0,1,Graduate (University),,Employed full-time,,7.0,5.0,8.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,4.0,4.0,6.0,4.0,0,,4.0,4.0,4.0,1,1,0.8,0,0,0.2,0,0,0.2,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5ea96c415a6a4e068b6d1e84,6.0,7.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,3,0
73,74,1980-01-01 00:00:00,5.0,en,902678545,34.0,0,PhD (University),,Employed full-time,,1.0,6.0,8.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,5.0,3.0,7.0,4.0,0,,4.0,4.0,4.0,1,1,0.8,0,0,0.2,0,0,0.2,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5eb4a91af2291f30f6b73c9c,5.0,6.5,5.0,3.0,0.0,1.0,0.0,0.0,1.0,3,6
74,75,1980-01-01 00:00:00,5.0,en,2055789836,35.0,0,Graduate (University),,Homemaker,,7.0,7.0,9.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,6.0,6.0,6.0,4.0,0,,4.0,4.0,4.0,1,1,1.0,0,0,0.6,0,0,0.6,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5bb6c8c870f8df0001bfbb6c,5.0,7.0,5.0,3.8333333333333335,0.0,0.0,0.0,0.0,1.0,5,0
75,76,1980-01-01 00:00:00,5.0,en,1724607921,35.0,1,Undergraduate (University),,Employed full-time,,7.0,7.0,6.0,4.0,1,1,0,0,0,0,0,1,0,1,0,0,7.0,5.0,5.0,10.0,4.0,0,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5ed5d28a7981f617185819ff,7.0,6.5,3.5,3.0,0.0,0.0,0.0,0.0,0.0,3,1
77,78,1980-01-01 00:00:00,5.0,en,1128634109,58.0,0,Other,MD,Retired,,2.0,2.0,7.0,2.0,0,0,0,0,0,0,0,0,0,0,0,"wsws, the guardian, counterpunch",7.0,9.0,4.0,2.0,7.0,Other,none; progressive,4.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5e5e5b2488479216d9171d1b,9.0,8.0,3.1666666666666665,3.0,3.0,3.0,3.0,3.0,5.0,4,7
78,79,1980-01-01 00:00:00,5.0,en,20400656,40.0,1,Graduate (University),,Employed full-time,,4.0,9.0,8.0,2.0,0,1,0,1,1,0,0,1,0,0,0,0,7.0,8.0,6.0,7.0,5.0,0,,4.0,3.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,574b79285e549100063c292e,9.0,8.5,3.6666666666666665,3.3333333333333335,1.0,1.0,2.0,1.0,0.0,3,0
79,80,1980-01-01 00:00:00,5.0,en,1302372502,37.0,1,PhD (University),,Employed full-time,,2.0,6.0,6.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,7.0,6.0,6.0,6.0,6.0,0,,4.0,4.0,4.0,1,1,0.8,1,0,0.6,0,0,0.6,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,629f600f0e7c09ec275bfdc2,10.0,8.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,3,6
80,81,1980-01-01 00:00:00,5.0,en,2134575987,39.0,1,High school,,Unemployed,,3.0,4.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,6.0,6.0,6.0,5.0,0,,4.0,4.0,4.0,1,1,0.6,0,0,0.6,0,0,0.6,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5c2789fc1694480001e4c4e3,10.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,6,3
81,82,1980-01-01 00:00:00,5.0,en,731898366,28.0,0,Undergraduate (University),,Employed full-time,,6.0,4.0,8.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,9.0,7.0,5.0,6.0,-1,,4.0,4.0,4.0,0,0,0.6,0,0,0.6,0,0,0.6,3.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,60fccbcc1254e074f17d5565,6.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3,1
82,83,1980-01-01 00:00:00,5.0,en,2103618664,26.0,0,No school-leaving qualification,,Self-employed,,3.0,5.0,9.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,9.0,9.0,8.0,7.0,Other,Socialist,4.0,4.0,4.0,1,0,0.2,0,0,0.2,0,0,0.2,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5d464c8a4bfe160001692125,9.0,9.0,1.1666666666666667,2.0,3.0,3.0,3.0,3.0,6.0,0,8
83,84,1980-01-01 00:00:00,5.0,en,804443638,28.0,0,Undergraduate (University),,Employed part-time,,3.0,4.0,8.0,4.0,0,0,1,1,0,0,0,0,1,1,0,0,5.0,5.0,5.0,5.0,6.0,0,,5.0,4.0,4.0,1,1,0.8,0,0,0.6,1,0,0.6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5dcca2db88381e92c96b9ac5,7.0,7.5,3.8333333333333335,3.8333333333333335,1.0,2.0,2.0,2.0,2.0,2,1
84,85,1980-01-01 00:00:00,5.0,en,1480548426,25.0,1,Undergraduate (University),,Employed part-time,,6.0,4.0,7.0,8.0,0,1,1,0,0,1,1,1,1,1,0,0,5.0,5.0,7.0,3.0,6.0,-1,,6.0,5.0,5.0,1,1,0.8,1,0,0.8,1,0,0.8,5.0,3.0,4.0,6.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,5edb487096035b7c2ab90276,3.0,5.0,5.0,3.5,0.0,1.0,1.0,1.0,3.0,2,1
85,86,1980-01-01 00:00:00,5.0,en,1483637123,40.0,1,Graduate (University),,Employed full-time,,7.0,9.0,10.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,6.0,6.0,4.0,8.0,6.0,0,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,608cc945d87a9e15dcf958a5,10.0,10.0,2.6666666666666665,2.6666666666666665,2.0,2.0,2.0,2.0,2.0,3,0
86,87,1980-01-01 00:00:00,5.0,en,1235492705,23.0,1,High school,,Student,,2.0,5.0,9.0,3.0,0,0,1,1,0,1,0,1,0,0,0,0,3.0,7.0,6.0,4.0,5.0,-1,,4.0,4.0,4.0,1,1,0.6,0,0,0.6,0,0,0.6,4.0,3.0,2.0,6.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6330622d9703174abfac3b14,8.0,8.5,3.5,3.0,1.0,1.0,1.0,1.0,2.0,1,3
87,88,1980-01-01 00:00:00,5.0,en,1688713383,38.0,1,Undergraduate (University),,Employed full-time,,7.0,7.0,8.0,4.0,0,1,0,1,0,1,0,1,0,1,0,0,7.0,8.0,6.0,6.0,5.0,-1,,4.0,4.0,4.0,1,0,0.8,0,0,0.8,0,0,0.8,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5dbe5988c486793536a04f61,7.0,7.5,4.0,3.8333333333333335,1.0,1.0,1.0,1.0,1.0,3,1
88,89,1980-01-01 00:00:00,5.0,en,840045758,26.0,1,Graduate (University),,Employed full-time,,7.0,5.0,9.0,5.0,0,0,0,1,0,0,1,1,0,0,0,0,6.0,5.0,5.0,5.0,4.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,63f77e5e69b9bf63b3ca78bd,6.0,7.5,4.0,3.0,0.0,0.0,0.0,0.0,1.0,3,0
89,90,1980-01-01 00:00:00,5.0,en,1171435068,28.0,1,PhD (University),,Employed full-time,,1.0,5.0,9.0,7.0,0,0,1,1,0,1,0,0,0,0,0,0,7.0,8.0,8.0,8.0,3.0,-1,,4.0,4.0,4.0,1,1,0.6,0,0,0.6,0,0,0.6,4.0,5.0,2.0,6.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5cc9b60821576e000117f55a,4.0,6.5,2.6666666666666665,2.8333333333333335,1.0,1.0,1.0,1.0,2.0,3,6
